,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
139,-0.1779,Wed Mar 07 00:10:43 +0000 2018,0.141,0.747,0.112,"White House aide Kellyanne Conway violated the Hatch Act on two separate occasions, the Office of Special Counsel c… https://t.co/uweIuFHChL",40,CBSNews
140,-0.1027,Wed Mar 07 00:07:41 +0000 2018,0.062,0.938,0.0,"""I find it hard to believe."" Two grandsons of former U.S. president John Tyler are still around nearly 175 after Ty… https://t.co/qpMpX1xgNk",41,CBSNews
141,-0.128,Tue Mar 06 23:58:03 +0000 2018,0.077,0.923,0.0,Most public schools will be open in West Virginia tomorrow. Teachers are ending their strike and getting a raise.… https://t.co/nJ8oi1HnZ5,42,CBSNews
142,0.0,Tue Mar 06 23:56:29 +0000 2018,0.0,1.0,0.0,CBS News investigates the mining of cobalt used in many lithium ion batteries. More than half the world's cobalt co… https://t.co/7Pebz7gCCA,43,CBSNews
143,-0.8689,Tue Mar 06 23:52:10 +0000 2018,0.366,0.634,0.0,"New numbers out today show America's opioid crisis is getting worse. In 45 states, emergency room visits for opioid… https://t.co/tq1WQvxDur",44,CBSNews
144,0.0,Tue Mar 06 23:49:53 +0000 2018,0.0,1.0,0.0,.@WBZ's @ericfisher breaks down the projected snowfall along the East Coast as another major nor'easter approaches. https://t.co/GfVvrt4T1v,45,CBSNews
145,0.0,Tue Mar 06 23:44:20 +0000 2018,0.0,1.0,0.0,"The Northeast is bracing for round two tonight, a second major storm in four days. Heavy snow, rain, and wind will… https://t.co/4NxfFSrvZ8",46,CBSNews
146,0.3612,Tue Mar 06 23:41:25 +0000 2018,0.0,0.889,0.111,North Korean leader Kim Jong Un is reportedly ready to open talks with the U.S. about scrapping his nuclear arsenal… https://t.co/5W6IrIqySe,47,CBSNews
147,-0.25,Tue Mar 06 23:37:40 +0000 2018,0.125,0.875,0.0,"The president's chief economic adviser, Gary Cohn, resigned. @nancycordes has more on the @CBSEveningNews.… https://t.co/CtnznV4iy0",48,CBSNews
148,0.0,Tue Mar 06 23:14:01 +0000 2018,0.0,1.0,0.0,Hard-hit New England prepares for another massive winter storm after last week's deadly nor'easter.… https://t.co/181VINSUT9,49,CBSNews
149,-0.1531,Tue Mar 06 22:48:59 +0000 2018,0.099,0.826,0.074,"JUST IN: Gary Cohn, Pres. Trump's top economic adviser, to resign; the exit of the Goldman Sachs alum, who has serv… https://t.co/QHxCwNP0kU",50,CBSNews
150,0.4939,Tue Mar 06 22:30:01 +0000 2018,0.0,0.856,0.144,"President Trump praised Sweden as one of the largest investors in the U.S., specifically, the eighth largest. CBS N… https://t.co/OZDkXJ418u",51,CBSNews
151,-0.3818,Tue Mar 06 22:04:18 +0000 2018,0.11,0.89,0.0,"The USS Lexington, nicknamed ""Lady Lex,"" was crippled during a battle in 1942 and was just found off the coast of A… https://t.co/8fW81xsdgh",52,CBSNews
152,-0.7096,Tue Mar 06 21:45:01 +0000 2018,0.318,0.578,0.105,"In patients with chronic back pain or hip or knee arthritis, opioids worked no better than over-the-counter pain re… https://t.co/2CV29FNUAS",53,CBSNews
153,0.3818,Tue Mar 06 21:30:45 +0000 2018,0.0,0.88,0.12,"""Flippy,"" a machine that costs $60,000 to $100,000, depending on its features, and is said to be capable of flippin… https://t.co/ey7boauh7k",54,CBSNews
154,-0.1531,Tue Mar 06 21:11:21 +0000 2018,0.082,0.918,0.0,Q: What do you think Sweden should learn from how the Russian influence campaign affected the presidential election… https://t.co/O9dNeXyNfc,55,CBSNews
155,0.0,Tue Mar 06 21:07:03 +0000 2018,0.0,1.0,0.0,"When asked about seeing change in his White House cabinet or with Attorney General Jeff Sessions, Trump said, ""Ther… https://t.co/QRQ1gl1Qa0",56,CBSNews
156,-0.228,Tue Mar 06 20:57:12 +0000 2018,0.201,0.66,0.138,"Q: How do you avoid this escalating trade war?
Trump: We will straighten it out. We'll do it in a very loving way.… https://t.co/taoCllWlxL",57,CBSNews
157,0.1027,Tue Mar 06 20:53:53 +0000 2018,0.106,0.769,0.125,".@POTUS reaffirms commitment to impose tariffs despite objections from GOP leaders, saying we cannot ""lose"" steel a… https://t.co/FwDFlJZlkS",58,CBSNews
158,0.4939,Tue Mar 06 20:50:04 +0000 2018,0.0,0.802,0.198,".@POTUS announces Sweden plans to procure military deal worth $3 billion with U.S. that ""will increase stability an… https://t.co/DzZoJh1a8J",59,CBSNews
159,0.296,Tue Mar 06 20:41:31 +0000 2018,0.0,0.901,0.099,"WATCH LIVE: Pres. Trump, Swedish PM hold joint news conference at White House after Trump comments on prospect of t… https://t.co/PVEm20sVTC",60,CBSNews
160,-0.296,Tue Mar 06 20:30:02 +0000 2018,0.115,0.885,0.0,SOON: President Trump holds joint news conference with Swedish prime minister after announcing plan to impose tarif… https://t.co/Qmfl9lodeH,61,CBSNews
161,-0.0772,Tue Mar 06 20:15:53 +0000 2018,0.071,0.929,0.0,"President Trump says there's a ""serious effort"" underway with the North and South Koreans following news that North… https://t.co/T9PcFi9KPP",62,CBSNews
162,0.0,Tue Mar 06 20:00:31 +0000 2018,0.0,1.0,0.0,The little girl who was photographed looking awestruck at Michelle Obama's portrait got to meet -- and dance -- wit… https://t.co/aPxki5zzVt,63,CBSNews
163,-0.5267,Tue Mar 06 19:45:01 +0000 2018,0.159,0.841,0.0,"White House aide and spokesperson Kellyanne Conway violated the Hatch Act on two separate occasions, Office of Spec… https://t.co/0qQ6G0Jvia",64,CBSNews
164,-0.2732,Tue Mar 06 19:31:54 +0000 2018,0.116,0.884,0.0,U.S. embassy workers have been warned after an apparent explosive device was found on a Mexican ferry:… https://t.co/dYEeaSMyLW,65,CBSNews
165,0.4588,Tue Mar 06 19:30:03 +0000 2018,0.083,0.72,0.197,"""You are certainly going to find out very soon what is happening. We have made progress. There is no question about… https://t.co/Wruo0TNoJe",66,CBSNews
166,0.2263,Tue Mar 06 19:28:37 +0000 2018,0.0,0.917,0.083,"""We are prepared to go either way. I think their statement and the statements coming out of South Korea and North K… https://t.co/Dt5Hkaylv1",67,CBSNews
167,0.0,Tue Mar 06 19:26:35 +0000 2018,0.0,1.0,0.0,MOMENTS AGO: President Trump speaks on possible talks with North Korea https://t.co/71XSXGktQj https://t.co/f4weComftB,68,CBSNews
168,0.0,Tue Mar 06 19:10:01 +0000 2018,0.0,1.0,0.0,"Chinese space lab might fall back to Earth this month, European Space Agency estimates: https://t.co/otLn5buWuk https://t.co/SnIx1Y3191",69,CBSNews
169,-0.4588,Tue Mar 06 18:53:33 +0000 2018,0.167,0.833,0.0,"Hard numbers:
▪️ 0: State Dept. has spent 0 of $120M allocated to fight Russian meddling
▪️0: Zero of the 23 analys… https://t.co/7a7UBdOtuN",70,CBSNews
170,0.7003,Tue Mar 06 18:36:35 +0000 2018,0.0,0.673,0.327,"Conditions North Korea may want in talks with the U.S.:
▪️ Sanctions relief
▪️ Security guarantees… https://t.co/lw7PRFTgba",71,CBSNews
171,0.0,Tue Mar 06 18:32:50 +0000 2018,0.0,1.0,0.0,"In a rare move, North Korean leader Kim Jong Un met with South Korean delegates in Pyongyang. Here’s what you need… https://t.co/pWLQde7U26",72,CBSNews
172,-0.2023,Tue Mar 06 18:25:01 +0000 2018,0.114,0.886,0.0,A doctors' group has issued new -- and controversial -- guidance on managing type 2 diabetes:… https://t.co/lJzHUOP8h7,73,CBSNews
173,-0.296,Tue Mar 06 18:10:01 +0000 2018,0.128,0.872,0.0,District attorney weighs in after Tennessee trooper is accused of groping woman during traffic stop:… https://t.co/ZZOX3fqFgB,74,CBSNews
174,0.0258,Tue Mar 06 18:02:48 +0000 2018,0.0,0.952,0.048,"RT @CBSEveningNews: Video taken from aboard an Ohio City Transit Bus shows the coach slamming into the rear of one parked vehicle, continui…",75,CBSNews
175,-0.4404,Tue Mar 06 17:55:01 +0000 2018,0.121,0.879,0.0,A block of snow fell from a roof and buried a mother and her 7-year-old son just feet from the front door of their… https://t.co/1B9bjXHj7O,76,CBSNews
176,-0.4019,Tue Mar 06 17:38:20 +0000 2018,0.224,0.664,0.112,Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as… https://t.co/pAhxgw71Ao,77,CBSNews
177,-0.235,Tue Mar 06 17:14:02 +0000 2018,0.139,0.764,0.097,Two people have been arrested after appearing at the Texas church where more than two-dozen worshipers were gunned… https://t.co/UQiJcy4SrY,78,CBSNews
178,0.0772,Tue Mar 06 16:50:01 +0000 2018,0.0,0.939,0.061,A historic number of women are on ballots as Texas voters head to the polls for Tuesday's primaries. Meet four firs… https://t.co/LKktN0fiwz,79,CBSNews
179,0.7579,Tue Mar 06 16:36:01 +0000 2018,0.07,0.558,0.372,"Tentative agreement reached to end 9-day statewide teachers strike, West Virginia Gov. Jim Justice says… https://t.co/9wLGnkIPzB",80,CBSNews
180,0.1779,Tue Mar 06 16:25:01 +0000 2018,0.0,0.922,0.078,"Bumble dating app bans images of guns and knives, adding its name to a growing tally of companies taking a stance o… https://t.co/Fdow5Foumy",81,CBSNews
181,-0.6249,Tue Mar 06 16:17:01 +0000 2018,0.267,0.733,0.0,Nashville Mayor Megan Barry pleads guilty to theft and resigns after admitting to affair https://t.co/7UjX6mAHZG https://t.co/w7ULwm4xtB,82,CBSNews
182,-0.4767,Tue Mar 06 16:10:33 +0000 2018,0.181,0.819,0.0,Three daycare workers who allegedly gave melatonin-laced gummy bears to toddlers have been arrested. https://t.co/E5HDnpzzdD,83,CBSNews
183,-0.6486,Tue Mar 06 15:55:37 +0000 2018,0.163,0.837,0.0,"Thousands of dead starfish washed up on this U.K. beach -- the phenomenon may have been caused by the ""Beast from t… https://t.co/iHn8FAcpKB",84,CBSNews
184,-0.6597,Tue Mar 06 15:40:01 +0000 2018,0.173,0.827,0.0,"Military cargo plane crashes as it was descending to land at a Russian air base in Syria, killing all 32 people on… https://t.co/wWfMq2K4Z6",85,CBSNews
185,0.1531,Tue Mar 06 15:26:21 +0000 2018,0.081,0.775,0.143,"""I want to again reassure you that there does not appear to be any immediate risk to the public,"" Kier Pritchard sa… https://t.co/JJaNltlO63",86,CBSNews
186,-0.4939,Tue Mar 06 15:23:40 +0000 2018,0.158,0.842,0.0,MOMENTS AGO: Police give an update on a former Russian spy who was possibly poisoned in the U.K.… https://t.co/JG0Dw3qGRa,87,CBSNews
187,0.0,Tue Mar 06 15:22:57 +0000 2018,0.0,1.0,0.0,"""We think the proper approach is a more surgical approach, so we do not have unintended consequences,"" House Speake… https://t.co/hYue9ryP4T",88,CBSNews
188,-0.6124,Tue Mar 06 15:20:08 +0000 2018,0.217,0.783,0.0,"""There are those that talk about boycotting Israel -- we will boycott them,"" Israeli PM Netanyahu says, adding that… https://t.co/gAryrRJMkj",89,CBSNews
189,0.3818,Tue Mar 06 15:13:50 +0000 2018,0.0,0.874,0.126,"Israeli PM Netanyahu says Israel's economy is ""tremendously strong,"" adding that ""we made it stronger by moving Isr… https://t.co/jAHD5GUOtb",90,CBSNews
190,0.1818,Tue Mar 06 15:08:06 +0000 2018,0.099,0.77,0.131,"""First, the good news: Israel has never been stronger militarily,"" Israeli PM Benjamin Netanyahu tells crowd at AIP… https://t.co/MV0DrJzPdw",91,CBSNews
191,0.0,Tue Mar 06 15:01:10 +0000 2018,0.0,1.0,0.0,WATCH LIVE: Israeli Prime Minister Benjamin Netanyahu speaks at AIPAC amid corruption probe back in Israel… https://t.co/UwhZ3NXxx8,92,CBSNews
192,0.0,Tue Mar 06 15:00:02 +0000 2018,0.0,1.0,0.0,"President Trump responds to North Korea talks: ""The world is watching and waiting"" https://t.co/puE5VbNj7w https://t.co/ezJFjuelCn",93,CBSNews
193,-0.7184,Tue Mar 06 14:45:02 +0000 2018,0.261,0.739,0.0,British investigators are trying to figure out what sickened a former Russian spy who's now fighting for his life:… https://t.co/dPufTaGwhm,94,CBSNews
194,0.0,Tue Mar 06 14:30:01 +0000 2018,0.0,1.0,0.0,The wreckage of a U.S. aircraft carrier sunk by the Japanese in WWII has been found more than 500 miles off Austral… https://t.co/awAhiZj0up,95,CBSNews
195,0.0,Tue Mar 06 14:15:01 +0000 2018,0.0,1.0,0.0,20-year-old Oregon man files suits claiming Dick's Sporting Goods and Walmart discriminated against him when they r… https://t.co/twtmEPsSMq,96,CBSNews
196,0.5849,Tue Mar 06 14:11:02 +0000 2018,0.0,0.79,0.21,"RT @CBSThisMorning: ""There are a record number of women, there are 72 self-made [billionaires] which is just really exciting because that's…",97,CBSNews
197,0.0,Tue Mar 06 14:04:51 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: JUST ANNOUNCED: @Forbes has revealed its 2018 list of billionaires. For the first time as #1, is @Amazon founder &amp; CEO,…",98,CBSNews
198,0.3612,Tue Mar 06 14:00:43 +0000 2018,0.0,0.884,0.116,"During historic talks, North Korea told South Korea it's ready to have ""heart-to-heart"" talks with the U.S. on issu… https://t.co/YBGOVeWi56",99,CBSNews
199,0.0,Tue Mar 06 13:50:24 +0000 2018,0.0,1.0,0.0,"First, on @CBSThisMorning, @Forbes  reveals its annual list of billionaires. It highlights over 2,200 billionaires… https://t.co/2pYOyagaGR",100,CBSNews
200,-0.5759,Wed Mar 07 08:58:05 +0000 2018,0.208,0.792,0.0,"The porn star known as Stormy Daniels is suing President Trump, claiming that he never signed a hush agreement abou… https://t.co/Cg3YmwcgKL",1,CNN
201,-0.4404,Wed Mar 07 08:47:33 +0000 2018,0.16,0.789,0.051,This man's efforts to escape police went horribly wrong. He ditched his car but forgot to put it in park and was wi… https://t.co/XG13ONmgaL,2,CNN
202,0.4767,Wed Mar 07 08:31:05 +0000 2018,0.0,0.86,0.14,Genetic testing company 23andMe has been give federal approval to sell at-home kits that test for three breast canc… https://t.co/dKO2wwWv1v,3,CNN
203,0.0,Wed Mar 07 08:26:23 +0000 2018,0.0,1.0,0.0,"Barbie unveils dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/ie8mF1w7fl",4,CNN
204,0.0,Wed Mar 07 08:01:03 +0000 2018,0.0,1.0,0.0,Lego sales have dropped for the first time in 13 years https://t.co/xuBwV6VbIB https://t.co/FdTxH8HIfI,5,CNN
205,-0.2263,Wed Mar 07 08:00:36 +0000 2018,0.091,0.909,0.0,"Britain's Boris Johnson says the UK would respond ""robustly"" if Russia is found to be behind the suspected poisonin… https://t.co/mIObjrPMEY",6,CNN
206,0.0,Wed Mar 07 07:44:49 +0000 2018,0.0,1.0,0.0,"Matsushima Bay, one of Japan's fabled three most scenic places, is made up of 260 islands. And the area also has so… https://t.co/aB3c3cFzw1",7,CNN
207,0.3182,Wed Mar 07 07:31:04 +0000 2018,0.0,0.897,0.103,McDonald's announces that Quarter Pounders in every US store except for ones in Hawaii and Alaska will have fresh b… https://t.co/lyDCDRpgjc,8,CNN
208,0.6249,Wed Mar 07 07:30:05 +0000 2018,0.0,0.837,0.163,Sakura -- or cherry blossoms -- are one of the enduring symbols of Japan. Here are some great destinations to exper… https://t.co/pPEQGYh4SG,9,CNN
209,-0.802,Wed Mar 07 07:09:30 +0000 2018,0.298,0.702,0.0,"A police officer was killed and two others injured during a shooting at a residence in Missouri on Tuesday night, a… https://t.co/XYX7snpwLa",10,CNN
210,0.0772,Wed Mar 07 07:01:07 +0000 2018,0.0,0.939,0.061,"Over 1.3 million live animals and plants, and a similar number of animal skins, have been exported from Africa to A… https://t.co/xrHyzDsyt4",11,CNN
211,-0.5574,Wed Mar 07 06:45:12 +0000 2018,0.247,0.753,0.0,Mississippi could be the first state with 15-week abortion ban https://t.co/K44D5iQJSa https://t.co/XYIwT6YDis,12,CNN
212,0.0,Wed Mar 07 06:41:49 +0000 2018,0.0,1.0,0.0,"Cruz vs. O'Rourke is set, but 3 House races head to runoffs in Texas primary https://t.co/20SNN2YQmL https://t.co/b5qn7BgQXr",13,CNN
213,-0.3182,Wed Mar 07 06:39:42 +0000 2018,0.141,0.859,0.0,Trump teeters on the edge of a familiar North Korean trap | Analysis by @StCollinson https://t.co/ODUETpLhes https://t.co/sbdYukPjB2,14,CNN
214,-0.5267,Wed Mar 07 06:35:07 +0000 2018,0.196,0.708,0.096,The US government says it's sanctioning North Korea after deeming its government responsible for the murder of Kim… https://t.co/dReKNZhIMa,15,CNN
215,0.7003,Wed Mar 07 06:31:07 +0000 2018,0.0,0.674,0.326,"Inspired by her travels, this artist paints stunning pictures on tea bags https://t.co/7ajfYCzNRi https://t.co/4Kg4vM1yKy",16,CNN
216,-0.4588,Wed Mar 07 06:21:13 +0000 2018,0.15,0.85,0.0,The Taliban banned women from being journalists in Afghanistan. Now the country has an all-female television networ… https://t.co/tFriI2F1XB,17,CNN
217,0.0,Wed Mar 07 06:01:03 +0000 2018,0.0,1.0,0.0,"The Trump administration has quietly said it will consider big game trophy imports on a ""case-by-case"" basis… https://t.co/HBZBMkgmny",18,CNN
218,-0.2263,Wed Mar 07 05:57:08 +0000 2018,0.091,0.909,0.0,"Britain's Boris Johnson says the UK would respond ""robustly"" if Russia is found to be behind the suspected poisonin… https://t.co/AMIiaud1IO",19,CNN
219,0.0,Wed Mar 07 05:46:04 +0000 2018,0.0,1.0,0.0,"Barbie unveils dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/8XiANn14pu",20,CNN
220,0.0,Wed Mar 07 05:45:06 +0000 2018,0.0,1.0,0.0,"From 1 apostle to 1.2 billion followers, witness the evolution of a global icon. #Pope premieres Sunday at 10p on C… https://t.co/blZmEci910",21,CNN
221,-0.4588,Wed Mar 07 05:31:06 +0000 2018,0.211,0.789,0.0,"""Dumpster fire"" is in the Merriam-Webster dictionary now, defined as ""an utterly calamitous or mismanaged situation… https://t.co/KoaxexDN86",22,CNN
222,0.0,Wed Mar 07 05:27:37 +0000 2018,0.0,1.0,0.0,The 2-year-old who was awestruck at a portrait of Michelle Obama got to meet the former first lady in person. What… https://t.co/JwY737FbwZ,23,CNN
223,0.9069,Wed Mar 07 05:16:04 +0000 2018,0.0,0.593,0.407,"RT @CNNTonight: ""Hopefully, the portrait will continue to inspire other little ones just like Parker and hopefully our visit will inspire o…",24,CNN
224,-0.1027,Wed Mar 07 05:16:03 +0000 2018,0.139,0.739,0.122,"The powerful ""bomb cyclone"" that battered the Northeast over the weekend also uncovered the wreckage of a ship that… https://t.co/SM1SAylVIp",25,CNN
225,0.3182,Wed Mar 07 05:14:27 +0000 2018,0.0,0.874,0.126,"RT @CNNTonight: Michelle Obama dances with Parker Curry, her littlest fan: ""It was a surreal moment"" https://t.co/RX8g81xyYq https://t.co/W…",26,CNN
226,-0.3612,Wed Mar 07 05:01:57 +0000 2018,0.214,0.647,0.139,Thousands of dead starfish have washed up on a beach in the United Kingdom https://t.co/h26b8NEhr7 https://t.co/nFPVX9BYPB,27,CNN
227,0.34,Wed Mar 07 04:51:07 +0000 2018,0.075,0.746,0.18,Bill Cosby's defense team plans to use a civil settlement between the comedian and the woman accusing him of assaul… https://t.co/xbqUDFVjSL,28,CNN
228,-0.2732,Wed Mar 07 04:46:05 +0000 2018,0.139,0.861,0.0,11 tax deductions and other ways to cut your 2017 tax bill https://t.co/EbRmkjR9Tv https://t.co/oQ7Eqhx2W2,29,CNN
229,-0.461,Wed Mar 07 04:38:04 +0000 2018,0.232,0.655,0.112,Why House Speaker Paul Ryan can't (legally) stop a Trump trade war https://t.co/IWnpJqyc71 https://t.co/DsN58O4HDF,30,CNN
230,0.3089,Wed Mar 07 04:28:03 +0000 2018,0.0,0.869,0.131,"Jimmy Kimmel sent Guillermo to the Oscars red carpet again, and he didn't disappoint https://t.co/2CqXgIutkF https://t.co/mOXCODA3zf",31,CNN
231,-0.4404,Wed Mar 07 04:21:34 +0000 2018,0.16,0.789,0.051,This man's efforts to escape police went horribly wrong. He ditched his car but forgot to put it in park and was wi… https://t.co/9dN0bYpbvm,32,CNN
232,-0.4767,Wed Mar 07 04:21:04 +0000 2018,0.22,0.78,0.0,The biggest thing Trump gets wrong on trade https://t.co/aNL8pmJiYK via @CNNMoney https://t.co/YlX7RdR2GJ,33,CNN
233,0.0,Wed Mar 07 04:16:05 +0000 2018,0.0,1.0,0.0,Vice President Mike Pence hits the campaign trail https://t.co/A0lKKMhiWo https://t.co/SwuemdrBjW,34,CNN
234,0.4019,Wed Mar 07 04:07:07 +0000 2018,0.0,0.886,0.114,"Need a medical procedure? Pick the right provider and get cash back under this plan, which aims to help rein in hea… https://t.co/m24cFr7FDi",35,CNN
235,0.6249,Wed Mar 07 04:01:07 +0000 2018,0.0,0.837,0.163,Sakura -- or cherry blossoms -- are one of the enduring symbols of Japan. Here are some great destinations to exper… https://t.co/TUn3otXn4Z,36,CNN
236,-0.0772,Wed Mar 07 03:56:04 +0000 2018,0.14,0.86,0.0,"Sorry, Hollywood. Netflix rules the media world https://t.co/ti37URphpZ https://t.co/q8O8eS4hNp",37,CNN
237,-0.7783,Wed Mar 07 03:53:35 +0000 2018,0.291,0.709,0.0,A state of emergency has been imposed in Sri Lanka for the first time since the civil war following days of communa… https://t.co/7xPgAdUKkE,38,CNN
238,0.34,Wed Mar 07 03:51:06 +0000 2018,0.0,0.876,0.124,Senate Democrats ask EPA Administrator Scott Pruitt for answers over a member of his security detail's business tie… https://t.co/6ps6xYHdXX,39,CNN
239,0.2263,Wed Mar 07 03:46:05 +0000 2018,0.0,0.913,0.087,Saudi Arabia has announced plans to roll out a new visitor visa that will allow travelers (including women 25 and o… https://t.co/tmS5Wk1cGR,40,CNN
240,-0.4215,Wed Mar 07 03:43:04 +0000 2018,0.141,0.859,0.0,Secretary of State Rex Tillerson emphasized the real and potential threats posed by extremist groups in sub-Saharan… https://t.co/YQIpZja4KU,41,CNN
241,0.2263,Wed Mar 07 03:40:22 +0000 2018,0.113,0.739,0.148,Tired of winter? Cherry blossom season is on its way. Japan should start seeing these lovely flowers toward the end… https://t.co/IvJG9Mif01,42,CNN
242,0.0772,Wed Mar 07 03:40:16 +0000 2018,0.0,0.936,0.064,"""Sex and the City"" star Cynthia Nixon is reportedly gearing up to launch a progressive primary challenge to New Yor… https://t.co/10ilMYkHT6",43,CNN
243,0.4767,Wed Mar 07 03:39:03 +0000 2018,0.0,0.846,0.154,US Director of National Intelligence Dan Coats is grilled over President Trump's response to Russian election attac… https://t.co/nnARrSzeOz,44,CNN
244,0.0,Wed Mar 07 03:36:05 +0000 2018,0.0,1.0,0.0,House Democrats raise concerns about an EPA employee allowed to be a media consultant https://t.co/33rHp6a231 https://t.co/5NHHV3ceyr,45,CNN
245,-0.2732,Wed Mar 07 03:33:13 +0000 2018,0.14,0.86,0.0,"Momentum on overhauling the country's gun laws has practically stalled at the US Capitol, but the House will vote n… https://t.co/hj1VrnVGOn",46,CNN
246,0.0,Wed Mar 07 03:33:05 +0000 2018,0.0,1.0,0.0,"A judge sides with President Trump on DACA, but blasts the White House and Congress for inaction… https://t.co/F2pWWKext6",47,CNN
247,0.3818,Wed Mar 07 03:31:09 +0000 2018,0.0,0.874,0.126,"A onetime symbol of integrity, Megan Barry made history as Nashville's first female mayor. But she stepped down aft… https://t.co/TygcAvATfl",48,CNN
248,-0.5423,Wed Mar 07 03:28:03 +0000 2018,0.191,0.809,0.0,"Emergency room visits due to suspected opioid overdoses rose about 30% from July 2016 to September 2017, the CDC sa… https://t.co/8oBtP5zQqq",49,CNN
249,0.0,Wed Mar 07 03:26:05 +0000 2018,0.0,1.0,0.0,The full Nunberg? 4 presidential allies who went rogue | Analysis by CNN's Gregory Krieg https://t.co/aU0phh3MUi https://t.co/bDsMdtQ2ew,50,CNN
250,0.0,Wed Mar 07 03:23:42 +0000 2018,0.0,1.0,0.0,"RT @AC360: Sen. Ron Wyden says Sam Nunberg wouldn't be his first choice for a witness at a public hearing: ""My first choice of a witness at…",51,CNN
251,0.8268,Wed Mar 07 03:21:03 +0000 2018,0.0,0.662,0.338,"Sen. Richard Blumenthal says the grand jury in the special counsel probe should ""be very interested"" in a 2016 meet… https://t.co/CSwDUdja68",52,CNN
252,0.0,Wed Mar 07 03:16:09 +0000 2018,0.0,1.0,0.0,"Michelle Obama dances with Parker Curry, the little girl who was transfixed by a portrait of the former first lady… https://t.co/k8C0ossKby",53,CNN
253,0.2023,Wed Mar 07 03:11:04 +0000 2018,0.0,0.909,0.091,White House aide Kellyanne Conway is the latest of President Trump's top employees to receive an official reprimand… https://t.co/ss7aFDzz9f,54,CNN
254,0.0,Wed Mar 07 03:01:05 +0000 2018,0.0,1.0,0.0,"BlackBerry sues Facebook, along with its subsidiaries WhatsApp and Instagram, for infringing on its messaging paten… https://t.co/jeamvu2Rc6",55,CNN
