,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
377,0.0,Wed Mar 07 00:26:19 +0000 2018,0.0,1.0,0.0,".@Sen_JoeManchin: “We have a president that has the spine to start saying ‘Wait a minute, we’ve been taken advantag… https://t.co/GRTRUzONmH",78,FOXNews
378,-0.5574,Wed Mar 07 00:15:11 +0000 2018,0.184,0.816,0.0,.@Sen_JoeManchin: “…These trade wars. I don’t think that will happen. I think they’ll sit down and re-evaluate the… https://t.co/FgNutYe2RM,79,FOXNews
379,0.128,Wed Mar 07 00:02:12 +0000 2018,0.105,0.766,0.129,.@TGowdySC &amp; @RepGoodlatte Call for Special Counsel on FISA: Current Probe 'Has No Jurisdiction' Over 24 Witnesses… https://t.co/98gLN4S6Mm,80,FOXNews
380,0.2023,Tue Mar 06 23:46:49 +0000 2018,0.0,0.878,0.122,"RT @MikeEmanuelFox: Lawmakers look to fine tune President Trump's tariff proposal-from #SpecialReport tonight:

https://t.co/HiDK32yC3f",81,FOXNews
381,0.5267,Tue Mar 06 23:43:20 +0000 2018,0.0,0.833,0.167,".@BillHemmer to @TGowdySC and @RepGoodlatte: ""Do you have evidence the Department of Justice was spying on the… https://t.co/fCOCgX3ggF",82,FOXNews
382,0.7003,Tue Mar 06 23:30:10 +0000 2018,0.0,0.746,0.254,".@RepGoodlatte: ""In order to set the record straight, clear what is going on at the @FBI, and make sure this does n… https://t.co/JpZQ0Brppe",83,FOXNews
383,-0.4404,Tue Mar 06 23:25:39 +0000 2018,0.24,0.644,0.116,.@TGowdySC explains why he's calling for a special counsel to investigate alleged bias and FISA abuse inside the… https://t.co/2MrQQJu6kp,84,FOXNews
384,-0.34,Tue Mar 06 23:07:48 +0000 2018,0.167,0.833,0.0,"Gary Cohn, White House chief economic adviser, to resign - via @brookefoxnews  @johnrobertsFox 
https://t.co/oI0r9YL1xC",85,FOXNews
385,0.0,Tue Mar 06 23:03:33 +0000 2018,0.0,1.0,0.0,.@POTUS on Russian Interference in 2018: 'We'll Counteract Whatever They Do' https://t.co/ehfgjrlD3A,86,FOXNews
386,-0.5574,Tue Mar 06 22:54:36 +0000 2018,0.205,0.795,0.0,"RT @FoxNewsResearch: Recent White House Turnover:
—Departures/Planned Departures—
•Staff Secretary Rob Porter
•Speechwriter David Sorensen…",87,FOXNews
387,0.0,Tue Mar 06 22:50:00 +0000 2018,0.0,1.0,0.0,World's oldest message in a bottle discovered on Australian beach https://t.co/q7R7SJYq8x,88,FOXNews
388,-0.34,Tue Mar 06 22:45:56 +0000 2018,0.179,0.821,0.0,"BREAKING: Gary Cohn, White House chief economic adviser, to resign  https://t.co/4TAF2MpTBR https://t.co/XQD9GWYN0d",89,FOXNews
389,-0.34,Tue Mar 06 22:45:23 +0000 2018,0.287,0.562,0.152,"Gowdy, Goodlatte demand appointment of special counsel, citing FISA abuses - via @brookefoxnews 
https://t.co/9q3Q3YBayU",90,FOXNews
390,-0.1531,Tue Mar 06 22:42:03 +0000 2018,0.182,0.682,0.136,BREAKING: Gary Cohn to resign as #Trump's top economic adviser https://t.co/x7cuQlwd8c,91,FOXNews
391,-0.4019,Tue Mar 06 22:32:22 +0000 2018,0.162,0.838,0.0,Rugby player who swallowed garden slug as dare fights Australia government over health bills https://t.co/EfOGsc4Zwt,92,FOXNews
392,0.0516,Tue Mar 06 22:23:53 +0000 2018,0.151,0.685,0.164,"Cochran resignation leaves both Mississippi Senate seats in play - via @brookefoxnews
https://t.co/KFevLskB8O",93,FOXNews
393,0.0516,Tue Mar 06 22:22:51 +0000 2018,0.146,0.696,0.158,"Trump on turbulence in the West Wing: 'I like conflict' - via @brookefoxnews 
https://t.co/JGb0D9vfVG",94,FOXNews
394,0.2732,Tue Mar 06 22:16:31 +0000 2018,0.0,0.9,0.1,".@kimguilfoyle on North Korea’s potential willingness to talk to U.S., halt nuclear tests: “Why not sit at the tabl… https://t.co/BMTFRzzBkB",95,FOXNews
395,-0.4019,Tue Mar 06 22:06:10 +0000 2018,0.225,0.695,0.08,Michael Flynn selling home to pay for legal fees after pleading guilty in Trump probe https://t.co/5BYJjRgKpU,96,FOXNews
396,0.3182,Tue Mar 06 21:45:38 +0000 2018,0.13,0.628,0.242,.@GovEdRendell: 'Huge Trouble' for @GOP If Pro-Life Dem Comes Close in PA Special Election  @OutnumberedOT https://t.co/Ovrp3q36JW,97,FOXNews
397,0.3612,Tue Mar 06 21:28:04 +0000 2018,0.07,0.793,0.137,".@POTUS: ""The Russians had no impact on our votes whatsoever, but certainly there was meddling...You have to be rea… https://t.co/CAyhpWzLT0",98,FOXNews
398,0.7845,Tue Mar 06 21:20:20 +0000 2018,0.0,0.655,0.345,".@POTUS: ""The @WhiteHouse has tremendous energy. It has tremendous spirit. It is a great place to be working...Beli… https://t.co/iasiB8Z1fQ",99,FOXNews
399,0.25,Tue Mar 06 21:12:10 +0000 2018,0.0,0.895,0.105,".@POTUS: ""Our country has been taken advantage of by everybody...and we cannot let that happen any longer."" https://t.co/j84vXFhphr",100,FOXNews
400,-0.3875,Wed Mar 07 09:02:03 +0000 2018,0.208,0.792,0.0,"Stormy Daniels files suit, claiming Trump never signed ""hush agreement"" https://t.co/M7cjoMjSYQ",1,nytimes
401,-0.5994,Wed Mar 07 08:47:02 +0000 2018,0.187,0.813,0.0,"RT @nytimesworld: As North Korea opens the door to diplomacy, an assassination leads to new American sanctions https://t.co/5EbNUH1qLJ",2,nytimes
402,-0.3612,Wed Mar 07 08:32:07 +0000 2018,0.2,0.8,0.0,"Low-effort, high-reward cooking for when you're hungry and exhausted https://t.co/BisvP4ThKl https://t.co/BFtCXRh0IA",3,nytimes
403,0.0,Wed Mar 07 08:17:02 +0000 2018,0.0,1.0,0.0,RT @AKannapell: What We’re Reading: @JaneMayerNYer on Christopher Steele (via @jimrutenberg) and @nkulish on tallness in @topicstories (via…,4,nytimes
404,0.4019,Wed Mar 07 08:09:43 +0000 2018,0.0,0.816,0.184,TRENDING: How Skipping Hotel Housekeeping Can Help the Environment and Your Wallet https://t.co/xygqPAPdZD,5,nytimes
405,0.0,Wed Mar 07 08:02:03 +0000 2018,0.0,1.0,0.0,"In one of China’s biggest cities, the women-only subway cars are full of men https://t.co/yvtLlhRESu",6,nytimes
406,0.0,Wed Mar 07 07:38:54 +0000 2018,0.0,1.0,0.0,"The actress Cynthia Nixon is talking with 2 veteran Democratic political operatives, a sign that she may be moving… https://t.co/DUSvcFYKbv",7,nytimes
407,0.0,Wed Mar 07 07:21:27 +0000 2018,0.0,1.0,0.0,One famous designer chair is oozing goop. Another has exploded into puffs of foam. A bookcase’s shelves bubbled as… https://t.co/3PXFWCB6Fn,8,nytimes
408,0.4404,Wed Mar 07 07:04:23 +0000 2018,0.0,0.868,0.132,"""It's always good news when you find penguins,"" a researcher says of the discovery of 1.5 million Adélie penguins i… https://t.co/RRHHQZW7LO",9,nytimes
409,0.4404,Wed Mar 07 06:48:04 +0000 2018,0.0,0.813,0.187,RT @nytimesworld: North Korea’s sudden willingness to bargain with the Trump administration over scrapping the North's atomic arsenal raise…,10,nytimes
410,0.0,Wed Mar 07 06:41:56 +0000 2018,0.0,1.0,0.0,"Texas Democrats Surge to Polls, in Show of Anti-Trump Sentiment https://t.co/PBsqMXisUY",11,nytimes
411,-0.8316,Wed Mar 07 06:21:01 +0000 2018,0.496,0.372,0.132,The organizer of the failed Fyre Festival pleaded guilty to federal fraud charges https://t.co/qCeFSNOPKz,12,nytimes
412,0.3182,Wed Mar 07 06:03:13 +0000 2018,0.086,0.769,0.145,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/novYdBgYIt",13,nytimes
413,0.4588,Wed Mar 07 05:47:04 +0000 2018,0.094,0.726,0.179,"RT @nytimestravel: Did @jadabird, our 52 Places Traveler, love @DisneySprings. No. But she did have some magical moments. https://t.co/eojt…",14,nytimes
414,0.0,Wed Mar 07 05:32:02 +0000 2018,0.0,1.0,0.0,How the shape of your ears affects what you hear https://t.co/Dzj8tebpZE,15,nytimes
415,0.3895,Wed Mar 07 05:17:02 +0000 2018,0.077,0.743,0.18,"RT @nytopinion: I got my son involuntarily committed, and it backfired. Laws like the Baker Act aren't a solution to our mental health cris…",16,nytimes
416,0.0,Wed Mar 07 05:02:10 +0000 2018,0.0,1.0,0.0,Here's the 2018 election calendar https://t.co/eEQxkRTuXK,17,nytimes
417,-0.7717,Wed Mar 07 04:58:41 +0000 2018,0.518,0.314,0.168,Organizer of Failed Fyre Festival Pleads Guilty to Fraud https://t.co/trsShlQG88,18,nytimes
418,0.0,Wed Mar 07 04:47:04 +0000 2018,0.0,1.0,0.0,"An employee at OpenTable booked hundreds of tables at Chicago restaurants, using a rival service, with the intent o… https://t.co/83eBHqdn0t",19,nytimes
419,0.0,Wed Mar 07 04:32:05 +0000 2018,0.0,1.0,0.0,Texas primary election live results https://t.co/coi5RTaSHU,20,nytimes
420,-0.6249,Wed Mar 07 04:17:05 +0000 2018,0.242,0.758,0.0,"RT @MichaelPaulson: A ‘Frozen’ bond: heartbreak, hard choices and high notes as Elsa and Anna arrive on Broadway. https://t.co/0YzLqsZ0ex",21,nytimes
421,0.0,Wed Mar 07 04:02:02 +0000 2018,0.0,1.0,0.0,"On the 20th anniversary of “The Big Lebowski,” here's a list of streamable movies that follow in the footsteps of e… https://t.co/q75khuckpv",22,nytimes
422,-0.3875,Wed Mar 07 03:48:08 +0000 2018,0.208,0.792,0.0,"Stormy Daniels files suit, claiming Trump never signed ""hush agreement"" https://t.co/PMNv95mel1",23,nytimes
423,-0.3818,Wed Mar 07 03:36:04 +0000 2018,0.106,0.894,0.0,"In the fight for equality, the U.S. women’s soccer team has emerged as a new kind of role model for women’s teams f… https://t.co/o7rvCNUag2",24,nytimes
424,0.7003,Wed Mar 07 03:26:04 +0000 2018,0.0,0.736,0.264,RT @mattbpurdy: This is an important development. A possible link between the United Arab Emirates and Trump is helping Mueller in a new ph…,25,nytimes
425,-0.7506,Wed Mar 07 03:17:06 +0000 2018,0.274,0.726,0.0,"RT @nytpolitics: President Trump was infuriated by Gary Cohn’s decision to resign, denouncing him in private conversations as a “globalist”…",26,nytimes
426,0.0,Wed Mar 07 03:02:06 +0000 2018,0.0,1.0,0.0,"“Who made history?” chanted the throng of red-clad West Virginia teachers, who had defied state officials by stagin… https://t.co/QSW38TPcPi",27,nytimes
427,0.0,Wed Mar 07 02:47:04 +0000 2018,0.0,1.0,0.0,Texas primary election live results https://t.co/359hlxZEqI,28,nytimes
428,0.3818,Wed Mar 07 02:32:03 +0000 2018,0.0,0.867,0.133,"2-year-old Parker Curry, who captivated the internet with her reaction to Michelle Obama’s official portrait, got t… https://t.co/gvKUu4Bp0O",29,nytimes
429,0.6597,Wed Mar 07 02:18:04 +0000 2018,0.173,0.531,0.296,RT @samdolnick: Matthew Ornstein was my childhood best friend. He died because of severe gaps in our mental health care system. His very sm…,30,nytimes
430,0.3182,Wed Mar 07 02:06:53 +0000 2018,0.102,0.732,0.166,Breaking News: The Justice Department is suing California over immigration laws that oppose President Trump's agend… https://t.co/EneN6FIURj,31,nytimes
431,0.0,Wed Mar 07 02:02:05 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ordmqNjItR,32,nytimes
432,-0.8316,Wed Mar 07 01:47:01 +0000 2018,0.496,0.372,0.132,The organizer of the failed Fyre Festival pleaded guilty to federal fraud charges https://t.co/Evw6Deugfe,33,nytimes
433,0.2732,Wed Mar 07 01:32:07 +0000 2018,0.155,0.559,0.286,Your yard might play a surprisingly large role in fighting climate change https://t.co/ZtShJ61GEc,34,nytimes
434,0.0,Wed Mar 07 01:17:07 +0000 2018,0.0,1.0,0.0,Texas primary election live results https://t.co/jVvL9hRsF8,35,nytimes
435,0.0,Wed Mar 07 01:02:06 +0000 2018,0.0,1.0,0.0,"RT @nytgraphics: Watch live results from the Texas primaries, starting at 8 p.m. Eastern. https://t.co/CzTGFtmpUy",36,nytimes
436,0.0,Wed Mar 07 00:51:04 +0000 2018,0.0,1.0,0.0,Keep this page open for Texas primary election results when they come in https://t.co/A2mSbaV3BH,37,nytimes
437,0.7269,Wed Mar 07 00:47:01 +0000 2018,0.0,0.757,0.243,"RT @nytimesbooks: Gabriel Garcia Marquez wrote ""Love in the Time of Cholera"" as a nostalgic exploration of his parents' courtship. The auth…",38,nytimes
438,0.0,Wed Mar 07 00:32:06 +0000 2018,0.0,1.0,0.0,"Porsche has introduced a new all-electric vehicle, attempting to go head-to-head with Tesla https://t.co/XpKWkdqQQo",39,nytimes
439,0.0516,Wed Mar 07 00:17:06 +0000 2018,0.081,0.83,0.09,"Most Americans expect artificial intelligence to lead to job losses in the coming decade, but few see it coming for… https://t.co/DKgdPLNRQk",40,nytimes
440,0.4019,Wed Mar 07 00:06:04 +0000 2018,0.0,0.886,0.114,"RT @amyfiscus: NEW: George Nader, the UAE adviser who grew close to Bannon and Kushner, is cooperating with the special counsel https://t.c…",41,nytimes
441,0.5574,Tue Mar 06 23:57:35 +0000 2018,0.0,0.827,0.173,An adviser to the United Arab Emirates grew close to top White House aides. Now he is said to be cooperating with t… https://t.co/NzSVpcskt2,42,nytimes
442,0.4019,Tue Mar 06 23:54:40 +0000 2018,0.0,0.863,0.137,RT @adamgoldmanNYT: Breaking news: Adviser to Emirates With Ties to Trump Aides Is Cooperating With Special Counsel https://t.co/xr8QRjKtDu,43,nytimes
443,0.0,Tue Mar 06 23:47:01 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/MAerJC6Nu4,44,nytimes
444,0.0,Tue Mar 06 23:32:04 +0000 2018,0.0,1.0,0.0,"The actress Cynthia Nixon is talking with 2 veteran Democratic political operatives, a sign that she may be moving… https://t.co/zR9zcBxVBw",45,nytimes
445,0.4939,Tue Mar 06 23:17:04 +0000 2018,0.0,0.868,0.132,"RT @Nate_Cohn: NYT election night results for the Texas primary. Polls close at 8 eastern, and early votes should come pretty quick    http…",46,nytimes
446,0.2023,Tue Mar 06 23:03:04 +0000 2018,0.0,0.878,0.122,Here are the top officials in the Trump White House who have left https://t.co/CBoskDdasx,47,nytimes
447,0.8074,Tue Mar 06 22:51:00 +0000 2018,0.0,0.672,0.328,"“He is a rare talent, and I thank him for his dedicated service to the American people,” President Trump said about… https://t.co/1O40Gky0F5",48,nytimes
448,0.0085,Tue Mar 06 22:41:06 +0000 2018,0.239,0.519,0.242,RT @katekelly: SCOOP: Gary Cohn resigns https://t.co/x4zPzVN8iO,49,nytimes
449,-0.1531,Tue Mar 06 22:32:35 +0000 2018,0.119,0.792,0.089,"Breaking News: Gary Cohn, President Trump’s top economic adviser, plans to resign. His free-trade views clashed wit… https://t.co/8tBWrKAi9d",50,nytimes
450,-0.2263,Tue Mar 06 22:30:22 +0000 2018,0.23,0.588,0.182,RT @maggieNYT: scoop - Cohn resigning  Gary Cohn to Resign as Trump’s Top Economic adviser https://t.co/tS8iJRse6X,51,nytimes
451,0.0,Tue Mar 06 22:17:03 +0000 2018,0.0,1.0,0.0,Uber said its self-driving trucks had been carrying cargo on highways in Arizona for commercial freight customers o… https://t.co/kj8GqYyiDW,52,nytimes
452,0.0,Tue Mar 06 21:56:01 +0000 2018,0.0,1.0,0.0,"RT @NYTObits: Alan Gershwin, a man who insisted for 70 years or so that he was the illegitimate son of George Gershwin, and who made a virt…",53,nytimes
453,0.0,Tue Mar 06 21:42:03 +0000 2018,0.0,1.0,0.0,"An employee at OpenTable booked hundreds of tables at Chicago restaurants, using a rival service, with the intent o… https://t.co/H2kPuXg4RY",54,nytimes
454,-0.296,Tue Mar 06 21:28:06 +0000 2018,0.104,0.896,0.0,China was mentioned only in broad terms when Trump announced plans to impose tariffs on steel and aluminum imports.… https://t.co/hyIKpH14Yu,55,nytimes
455,0.6344,Tue Mar 06 21:18:08 +0000 2018,0.0,0.812,0.188,"RT @BasseyE: There are few things more essentially joyful than an NYT comments section about Mr. Rodgers. 

https://t.co/cCFv57KRjF https:/…",56,nytimes
456,-0.3612,Tue Mar 06 21:08:04 +0000 2018,0.2,0.8,0.0,"Low-effort, high-reward cooking for when you're hungry and exhausted https://t.co/bZIEYqKJqs https://t.co/GW2KJO3SFJ",57,nytimes
457,-0.1027,Tue Mar 06 20:53:06 +0000 2018,0.142,0.733,0.125,"Bill Clinton, George Bush and Barack Obama have all experienced bursts of hope and then inevitable disappointment i… https://t.co/yJylpWJvhe",58,nytimes
458,-0.7906,Tue Mar 06 20:38:04 +0000 2018,0.292,0.708,0.0,An Indian-born engineer was fatally shot last year after a Kansas man angrily asked him about his immigration statu… https://t.co/WvKSe2gdlk,59,nytimes
459,0.4939,Tue Mar 06 20:23:06 +0000 2018,0.0,0.811,0.189,"While hosting Benjamin Netanyahu, Trump said he still had “a good chance” of forging peace, but a deal seems furthe… https://t.co/HfdLV6W7fS",60,nytimes
460,0.0,Tue Mar 06 20:08:05 +0000 2018,0.0,1.0,0.0,They've never run a restaurant before. But they're bringing Sanjeev Kapoor's cooking to America. https://t.co/kwL0W6LKng,61,nytimes
461,-0.5267,Tue Mar 06 19:53:03 +0000 2018,0.152,0.848,0.0,"For the first time, a Belgian criminal court has convicted a man of “sexism in the public space” for verbally abusi… https://t.co/EFst3EANcJ",62,nytimes
462,0.0,Tue Mar 06 19:38:05 +0000 2018,0.0,1.0,0.0,An NYT reader's reaction to Kim Jong-un reportedly telling South Korea he is willing to negotiate with the U.S. on… https://t.co/lc7e7x6odK,63,nytimes
463,0.0,Tue Mar 06 19:23:03 +0000 2018,0.0,1.0,0.0,"On the 20th Anniversary of “The Big Lebowski,” here's a list of streamable movies that follow in the footsteps of e… https://t.co/oLwo4JfXS5",64,nytimes
464,-0.5574,Tue Mar 06 19:13:05 +0000 2018,0.126,0.874,0.0,"RT @NYTArchives: The artist Georgia O'Keeffe died at age 98 on this day in 1986. In her obituary, The Times said that ""she raised the aware…",65,nytimes
465,-0.2263,Tue Mar 06 19:03:05 +0000 2018,0.139,0.861,0.0,West Virginia lawmakers passed a 5% pay raise in a deal to end a teachers' strike that has shuttered schools for ne… https://t.co/Uw3ySmhWeU,66,nytimes
466,0.2023,Tue Mar 06 18:48:32 +0000 2018,0.0,0.913,0.087,The corruption trial of a former top aide to Governor Andrew Cuomo could be headed to a mistrial after jurors said… https://t.co/PNcdu5Uzse,67,nytimes
467,-0.1027,Tue Mar 06 18:20:12 +0000 2018,0.085,0.915,0.0,"RT @NYTNational: ⚡️ “West Virginia leaders say a deal to raise teachers’ pay may end strike”

https://t.co/NSjb9xC5Ym",68,nytimes
468,-0.4215,Tue Mar 06 18:10:09 +0000 2018,0.256,0.56,0.184,"If the mainstream media is a perennial enemy of the right, Big Tech is a fresh and novel foe https://t.co/LmKL26lpDo",69,nytimes
469,0.2411,Tue Mar 06 17:55:27 +0000 2018,0.0,0.897,0.103,"The destinies of Alexander Litvinenko and Sergei Skripal carry similarities that can't be ignored, offering proof t… https://t.co/JvUPrzEFVx",70,nytimes
470,0.0,Tue Mar 06 17:40:06 +0000 2018,0.0,1.0,0.0,RT @cliffordlevy: .@nytimes put out a call for contributors because we wanted to elevate the voices of college students and recent graduate…,71,nytimes
471,-0.2732,Tue Mar 06 17:30:21 +0000 2018,0.1,0.9,0.0,"Forecasters warned up to a foot of snow could fall in parts of New York, New Jersey, Connecticut and Massachusetts https://t.co/AYbdk58zDE",72,nytimes
472,0.0,Tue Mar 06 17:20:11 +0000 2018,0.0,1.0,0.0,"RT @NYTArchives: A look back at our film review of ""The Big Lebowski"" which published on this day 20 years ago. https://t.co/wy3gpv6ACJ htt…",73,nytimes
473,0.0,Tue Mar 06 17:07:48 +0000 2018,0.0,1.0,0.0,"“Bringing all of these women together, meeting and seeing each other for who we are ... that’s healing”… https://t.co/4VCkhHpcpZ",74,nytimes
474,0.0,Tue Mar 06 17:06:47 +0000 2018,0.0,1.0,0.0,"For some players, the team is the first step in learning about their families. Christine Phillips-Ryburn, a.k.a. “W… https://t.co/hsvLm3LXGj",75,nytimes
475,-0.4168,Tue Mar 06 17:04:42 +0000 2018,0.127,0.873,0.0,"For these women, representing Team Indigenous at the Roller Derby World Cup is not just about winning. Sasheen Wesl… https://t.co/c4yM3oo62D",76,nytimes
476,0.4118,Tue Mar 06 17:01:43 +0000 2018,0.0,0.867,0.133,"“Even though we’re all from different nations, we all have this shared history of being indigenous people.” — Laura… https://t.co/q01ub072pU",77,nytimes
477,0.0,Tue Mar 06 17:00:08 +0000 2018,0.0,1.0,0.0,"“Strong! Resilient! Indigenous!” chants Victoria Lynn Major, a.k.a. “Rage,” with the team before a game… https://t.co/w00MmueVHj",78,nytimes
478,0.4215,Tue Mar 06 16:58:10 +0000 2018,0.0,0.851,0.149,"“When I talk about decolonizing roller derby, I talk about recognizing that opportunity and access exist in roller… https://t.co/IeXaYhZ1k0",79,nytimes
479,0.0,Tue Mar 06 16:55:50 +0000 2018,0.0,1.0,0.0,"They are astronomers, lawyers, postal workers, heavy machine operators and grandmothers. Meet the roller derby athl… https://t.co/DP6F6IOiW1",80,nytimes
480,0.0,Tue Mar 06 16:53:20 +0000 2018,0.0,1.0,0.0,"Team Indigenous, which includes 20 athletes from indigenous communities in Canada, the U.S., South America, New Zea… https://t.co/PBUpIt2IYn",81,nytimes
481,-0.8519,Tue Mar 06 16:45:04 +0000 2018,0.329,0.671,0.0,"RT @abscribe: Last summer, I profiled Sunayana Dumala, the widow of a hate crime victim in Kansas. Months later, I went back for a public f…",82,nytimes
482,-0.3182,Tue Mar 06 16:35:05 +0000 2018,0.103,0.897,0.0,"He spoke of a subpoena, then gave odd TV interviews. But will Sam Nunberg, an ex-Trump aide, testify in the Russia… https://t.co/bUDmh3ieBR",83,nytimes
483,-0.4767,Tue Mar 06 16:25:06 +0000 2018,0.19,0.733,0.077,RT @NYTNational: Mayor Megan Barry of Nashville pleaded guilty to theft of property and agreed to resign on Tuesday. She had faced question…,84,nytimes
484,-0.34,Tue Mar 06 16:10:04 +0000 2018,0.118,0.882,0.0,"Following a string of mass shootings and nationwide calls for gun control in recent weeks, Bumble is banning images… https://t.co/PTyjUPQ87v",85,nytimes
485,0.0,Tue Mar 06 16:05:36 +0000 2018,0.0,1.0,0.0,Late-Night Roundup: Stephen Colbert went to town on Sam Nunberg's numerous interviews on whether he would comply wi… https://t.co/eX8T6RKGFa,86,nytimes
486,0.3291,Tue Mar 06 15:55:03 +0000 2018,0.0,0.879,0.121,"Happy Birthday, Gabriel García Márquez.

From December: Márquez's literary remains may be in Texas, but a new digit… https://t.co/Py3fIZ0p2J",87,nytimes
487,0.1779,Tue Mar 06 15:40:15 +0000 2018,0.0,0.918,0.082,"If Martin Shkreli can't come up with the $7 million he owes the government, his assets —including a one-of-a-kind W… https://t.co/vGvd4PJyxU",88,nytimes
488,0.0,Tue Mar 06 15:25:04 +0000 2018,0.0,1.0,0.0,"Broadcom’s efforts to buy Qualcomm may have been stymied, as U.S. officials said the Singapore firm’s bid could pos… https://t.co/05lDqXfT6C",89,nytimes
489,-0.4215,Tue Mar 06 15:10:06 +0000 2018,0.118,0.882,0.0,"Paul Ryan has modeled himself as the face of a new brand of conservatism, but critics say he is too deferential to… https://t.co/NPP4A43yO1",90,nytimes
490,0.0,Tue Mar 06 14:55:00 +0000 2018,0.0,1.0,0.0,"New York Times reporter @DanBilefsky recently returned to his hometown, Montreal, to write about Canada. Next week,… https://t.co/NSab3Vrzs5",91,nytimes
491,0.4767,Tue Mar 06 14:45:07 +0000 2018,0.0,0.838,0.162,"“Everyone in Montreal is proud of Leonard Cohen — the French, the English; he is sacred here"" https://t.co/mzw4EUVbxr",92,nytimes
492,0.0,Tue Mar 06 14:30:08 +0000 2018,0.0,1.0,0.0,"Over 5 months after Hurricane Maria plowed through Puerto Rico, some parts of the island are still in the dark. It… https://t.co/0VmYng0hCf",93,nytimes
493,-0.5719,Tue Mar 06 14:15:03 +0000 2018,0.222,0.778,0.0,President Trump pushed back against reports that his White House is in chaos https://t.co/Y9riFXzyfC,94,nytimes
494,0.5574,Tue Mar 06 13:45:11 +0000 2018,0.0,0.841,0.159,15 remarkable books by women that are shaping the way we read and write fiction in the 21st century https://t.co/hJ2bfFj0GU,95,nytimes
495,0.0,Tue Mar 06 13:30:20 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/b1jtS4G59o,96,nytimes
496,0.0,Tue Mar 06 13:16:03 +0000 2018,0.0,1.0,0.0,"RT @NYTNational: Should Florida's teachers be armed? Lawmakers seem against the idea, but they will consider allowing librarians, counselor…",97,nytimes
497,-0.5423,Tue Mar 06 13:02:07 +0000 2018,0.246,0.632,0.123,"First Ray, then Patsy, now Joe. After a period of peace, another pizza war has broken out in New York City. https://t.co/rcKlbhE3c3",98,nytimes
498,0.3182,Tue Mar 06 12:47:02 +0000 2018,0.086,0.769,0.145,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/IOhiRotXfS",99,nytimes
499,0.25,Tue Mar 06 12:33:04 +0000 2018,0.155,0.655,0.19,"""The greatest challenge to lasting weight loss is the fact that no one can give up eating. Rather, one has to learn… https://t.co/bPS4HEpCMw",100,nytimes
